ts,source,matched,needed,offset
2025-09-28T17:32:42.625Z,ws_progress,9,11,-1
2025-09-28T17:32:46.982Z,ws_progress,5,11,-1
2025-09-28T17:32:51.364Z,ws_progress,6,11,0
2025-09-28T17:32:55.804Z,ws_progress,7,11,-1
2025-09-28T17:33:00.305Z,ws_progress,6,11,-1
2025-09-28T17:33:04.622Z,ws_progress,8,11,-1
2025-09-28T17:33:09.292Z,ws_progress,5,11,-1
2025-09-28T17:33:13.790Z,ws_progress,6,11,0
2025-09-28T17:33:18.298Z,ws_progress,7,11,0
