ts,source,matched,needed,offset
2025-09-28T16:03:52.575Z,ws_progress,5,10,-2
2025-09-28T16:03:57.028Z,ws_progress,6,10,0
2025-09-28T16:04:01.153Z,ws_progress,7,10,-3
2025-09-28T16:04:05.440Z,ws_progress,5,10,-3
2025-09-28T16:04:09.593Z,ws_progress,5,10,0
2025-09-28T16:04:13.920Z,ws_progress,5,10,-1
2025-09-28T16:04:18.375Z,ws_progress,8,10,0
