ts,source,matched,needed,offset
2025-09-28T15:55:58.785Z,ws_progress,8,10,-3
2025-09-28T15:56:02.983Z,ws_progress,6,10,0
2025-09-28T15:56:07.218Z,ws_progress,7,10,-1
2025-09-28T15:56:11.420Z,ws_progress,8,10,0
2025-09-28T15:56:15.668Z,ws_progress,8,10,-3
2025-09-28T15:56:19.792Z,ws_progress,9,10,-3
2025-09-28T15:56:24.081Z,ws_progress,5,10,0
2025-09-28T15:56:28.322Z,ws_progress,8,10,-2
