ts,source,matched,needed,offset
2025-09-28T16:13:09.259Z,ws_progress,6,10,-1
2025-09-28T16:13:13.158Z,ws_progress,8,10,0
2025-09-28T16:13:17.068Z,ws_progress,6,10,-3
2025-09-28T16:13:20.969Z,ws_progress,6,10,-1
