ts,source,matched,needed,offset
2025-09-28T17:59:38.362Z,ws_progress,10,16,0
2025-09-28T17:59:44.068Z,ws_progress,13,16,0
2025-09-28T17:59:49.929Z,ws_progress,7,16,0
2025-09-28T17:59:55.571Z,ws_progress,11,16,0
2025-09-28T18:00:00.877Z,ws_progress,12,16,-1
