ts,source,matched,needed,offset
2025-09-28T14:52:06.556Z,post_progress,4,12,-1
2025-09-28T14:52:10.862Z,post_progress,7,12,0
2025-09-28T14:52:15.067Z,post_progress,11,12,-2
2025-09-28T14:52:19.263Z,post_progress,8,12,0
2025-09-28T14:52:23.512Z,post_progress,8,12,0
2025-09-28T14:52:28.033Z,post_progress,7,12,-2
2025-09-28T14:52:32.457Z,post_progress,4,12,0
2025-09-28T14:52:36.703Z,post_progress,6,12,0
2025-09-28T14:52:41.194Z,post_progress,8,12,0
2025-09-28T14:52:45.602Z,post_progress,8,12,0
