ts,source,matched,needed,offset
2025-09-28T14:51:02.388Z,ws_progress,9,12,0
2025-09-28T14:51:06.604Z,ws_progress,7,12,0
2025-09-28T14:51:10.872Z,ws_progress,10,12,0
2025-09-28T14:51:15.049Z,ws_progress,7,12,0
2025-09-28T14:51:19.310Z,ws_progress,5,12,0
2025-09-28T14:51:23.491Z,ws_progress,6,12,0
