ts,source,matched,needed,offset
2025-09-28T18:09:38.727Z,ws_progress,10,16,0
2025-09-28T18:09:44.255Z,ws_progress,9,16,0
2025-09-28T18:09:49.745Z,ws_progress,11,16,-1
2025-09-28T18:09:55.771Z,ws_progress,11,16,0
2025-09-28T18:10:01.511Z,ws_progress,9,16,0
2025-09-28T18:10:07.125Z,ws_progress,9,16,0
2025-09-28T18:10:13.204Z,ws_progress,7,16,0
2025-09-28T18:10:19.054Z,ws_progress,7,16,0
2025-09-28T18:10:24.914Z,ws_progress,8,16,0
