ts,source,matched,needed,offset
2025-09-28T16:33:55.542Z,ws_progress,6,10,0
2025-09-28T16:33:59.475Z,ws_progress,6,10,0
2025-09-28T16:34:03.357Z,ws_progress,8,10,-2
2025-09-28T16:34:07.234Z,ws_progress,7,10,-1
2025-09-28T16:34:11.144Z,ws_progress,8,10,-2
2025-09-28T16:34:15.047Z,ws_progress,9,10,-1
